"Time","stdTM5418300110010548962.attitude_q0","stdTM5418300110010548962.attitude_q1","stdTM5418300110010548962.attitude_q2","stdTM5418300110010548962.attitude_q3"
1722008234491,0.472512,0.881007,0.020846,0.011175
1722008235296,0.461283,0.886933,0.02113,0.011001
1722008236280,0.451077,0.892163,0.021325,0.010921
1722008237154,0.444791,0.895312,0.021416,0.010896
1722008238168,0.44251,0.896442,0.021446,0.010827
1722008238963,0.442424,0.896479,0.021486,0.011194
1722008240027,0.442347,0.896519,0.021398,0.01118
1722008241856,0.442289,0.896547,0.02145,0.011148
1722008242890,0.442262,0.89656,0.021463,0.011094
1722008243635,0.442042,0.896669,0.021506,0.011036
1722008244641,0.441842,0.896764,0.021594,0.01114
1722008246251,0.440752,0.897301,0.021092,0.011998
1722008246446,0.414148,0.909881,0.021415,0.011801
1722008247314,0.408254,0.912539,0.021519,0.011772
1722008248297,0.408124,0.912595,0.022213,0.010543
1722008249169,0.408089,0.912609,0.022265,0.010555
1722008250108,0.408106,0.912603,0.02218,0.010648
1722008250893,0.407991,0.912652,0.022179,0.010855
1722008251826,0.407845,0.912717,0.022173,0.010925
1722008253489,0.407606,0.91282,0.022257,0.011039
1722008254523,0.407396,0.912912,0.022237,0.011159
1722008255374,0.367252,0.929784,0.022631,0.010784
1722008256376,0.344689,0.938382,0.022786,0.010493
1722008257227,0.344847,0.938321,0.022946,0.010378
1722008258494,0.344763,0.938349,0.023138,0.010267
1722008259560,0.344683,0.938377,0.022998,0.010605
1722008260555,0.344563,0.93842,0.022989,0.010751
1722008261416,0.34438,0.938488,0.022932,0.01084
1722008262450,0.344224,0.938546,0.022854,0.010885
1722008263696,0.344052,0.938611,0.022731,0.011024
1722008264753,0.314511,0.948914,0.023065,0.010635
1722008265544,0.296185,0.954788,0.023337,0.010458
1722008267014,0.296189,0.954786,0.023649,0.009802
1722008267792,0.296194,0.954785,0.02361,0.009871
1722008268822,0.296069,0.954823,0.023567,0.010002
1722008269651,0.295955,0.954859,0.02353,0.010062
1722008270677,0.295884,0.954881,0.023555,0.010029
1722008271536,0.295779,0.954912,0.023546,0.01014
1722008272538,0.29575,0.954921,0.023513,0.010266
1722008273390,0.277348,0.960423,0.023654,0.010347
1722008274427,0.233603,0.971981,0.024189,0.009816
1722008275316,0.233844,0.97192,0.024343,0.009805
1722008276579,0.233668,0.971965,0.024263,0.009751
1722008277654,0.233442,0.972019,0.024254,0.009784
1722008278653,0.233454,0.972017,0.024214,0.009821
1722008279510,0.233579,0.971985,0.024305,0.009775
1722008280544,0.233526,0.971999,0.024159,0.010009
1722008281706,0.191283,0.981181,0.024568,0.00955
1722008282696,0.175834,0.984065,0.024736,0.009356
1722008283549,0.176193,0.984001,0.024717,0.00939
1722008284569,0.176053,0.984025,0.024697,0.009538
1722008285400,0.175965,0.984038,0.024841,0.009453
1722008286422,0.175869,0.984057,0.02474,0.009478
1722008287207,0.17573,0.984082,0.024703,0.009602
1722008288684,0.175615,0.984101,0.024687,0.009712
1722008288889,0.17546,0.984131,0.024609,0.009689
1722008290537,0.169342,0.985197,0.024656,0.010119
1722008290749,0.138869,0.989945,0.02501,0.009966
1722008292692,0.138788,0.989959,0.025247,0.009069
1722008293552,0.138658,0.989976,0.025204,0.009341
1722008294542,0.138662,0.989973,0.025301,0.009329
1722008295269,0.138568,0.98999,0.025088,0.00948
1722008296245,0.138614,0.989982,0.025098,0.009544
1722008297114,0.138443,0.990006,0.025153,0.009469
1722008298141,0.138307,0.990024,0.025134,0.00956
1722008299649,0.138214,0.990036,0.025166,0.009625
1722008300658,0.130211,0.991118,0.025191,0.009808
1722008301476,0.109896,0.993574,0.025295,0.00964
1722008302513,0.104831,0.994122,0.025276,0.009614
1722008303719,0.104696,0.994135,0.02534,0.009571
1722008304752,0.104553,0.994151,0.025339,0.009528
1722008305602,0.10427,0.994178,0.025342,0.009748
1722008306633,0.104017,0.994202,0.025432,0.009779
1722008307453,0.103856,0.99422,0.025402,0.00979
1722008308478,0.103794,0.994226,0.025372,0.009946
1722008309220,0.098516,0.994763,0.025292,0.010082
1722008310699,0.051376,0.998303,0.025641,0.009745
1722008311517,0.042084,0.998734,0.025723,0.009876
1722008312550,0.042003,0.998739,0.025679,0.009833
1722008313409,0.042016,0.998735,0.025641,0.010232
1722008314706,0.042002,0.998734,0.025625,0.010465
1722008315469,0.041711,0.998743,0.02559,0.010832
1722008316445,0.041743,0.998737,0.025538,0.0114
1722008317241,0.034283,0.999018,0.02557,0.01156
1722008318254,0.011155,0.999539,0.025811,0.011476
1722008319131,0.010868,0.999541,0.025812,0.011512
1722008320113,0.010761,0.999541,0.025713,0.011907
1722008320940,0.010568,0.999538,0.025703,0.012326
1722008322891,0.010407,0.999537,0.025709,0.012554
1722008323785,0.010194,0.999538,0.025629,0.012792
1722008324786,0.01014,0.999533,0.025658,0.013135
1722008325583,0.009817,0.999521,0.025617,0.014323
1722008326422,-0.0251,0.99925,0.026035,0.013876
1722008327057,-0.036567,0.998892,0.026218,0.013822
1722008328617,-0.036652,0.998889,0.026323,0.013555
1722008328906,-0.036901,0.998875,0.026266,0.014005
1722008329848,-0.037131,0.99886,0.026282,0.014496
1722008331549,-0.0372,0.998851,0.026324,0.0148
1722008332579,-0.037336,0.998849,0.026162,0.014899
1722008333402,-0.037491,0.998836,0.026096,0.015524
1722008334648,-0.047855,0.998384,0.026195,0.015891
1722008335728,-0.05796,0.997846,0.026348,0.015785
1722008336761,-0.063427,0.997509,0.026521,0.015809
1722008337667,-0.06372,0.997513,0.026434,0.014467
1722008338614,-0.063905,0.997503,0.026417,0.014346
1722008339473,-0.06396,0.997495,0.02638,0.014728
1722008340506,-0.064041,0.99749,0.026413,0.014678
1722008341712,-0.064139,0.997479,0.026561,0.014714
