sep=,
"Time","stdTM5418300110010548962.mean","stdTM5418300110010548962.mean","stdTM5418300110010548962.mean"
1720439980000,-0.900331,-0.001798,0.431242
1720439982000,-0.617464,0.057767,0.784475
1720439984000,,,
1720439986000,-0.577084,0.054357,0.814874
1720439988000,-0.551098,0.051044,0.832878
1720439990000,-0.542392,0.05127,0.83856
1720439992000,-0.44406,0.049942,0.894604
1720439994000,-0.372985,0.053628,0.926286
1720439996000,-0.177148,0.053859000000000004,0.981501
1720439998000,,,
1720440000000,0.006362,0.057587,0.997
1720440002000,0.144033,0.062175,0.987618
1720440004000,,,
1720440006000,0.32420150000000003,0.071256,0.9416215
1720440008000,0.494478,0.076997,0.865773
1720440010000,0.56454,0.083597,0.821162
1720440012000,,,
1720440014000,0.615547,0.087601,0.783217
1720440016000,0.889386,0.010567,0.457035
1720440018000,0.938945,0.006536,0.343748
1720440020000,0.987705,0.029478,0.153528
1720440022000,0.996168,0.042812,0.076263
1720440024000,,,
1720440026000,0.9985029999999999,0.042613,-0.0266675
1720440028000,0.992217,0.043655,-0.116614
1720440030000,,,
1720440032000,0.959157,0.057487,-0.27697
1720440034000,,,
1720440036000,0,0,0
1720440038000,0,0,0
1720440040000,0,0,0
1720440042000,0,0,0
1720440044000,0,0,0
1720440046000,0.310249,0.11481,-0.943697
1720440048000,,,
1720440050000,0.086372,0.095047,-0.991719
1720440052000,-0.0745895,0.099399,-0.9920985
1720440054000,-0.227266,0.105454,-0.968106
1720440056000,0,0,0
1720440058000,0,0,0
1720440060000,,,
1720440062000,0,0,0
1720440064000,0,0,0
1720440066000,0,0,0
1720440068000,,,
1720440070000,0,0,0
1720440072000,0,0,0
1720440074000,-0.941219,0.024818,-0.33212949999999997
1720440076000,-0.991305,0.01669,-0.130522
1720440078000,,,
1720440080000,-0.9838724999999999,0.010469,0.161543
1720440082000,-0.915012,0.001546,0.403424
1720440084000,-0.836504,-0.002908,0.547953
1720440086000,-0.591606,0.051415,0.804587
1720440088000,,,
1720440090000,-0.500038,0.047189,0.864717
1720440092000,-0.262919,0.0556495,0.9557795
1720440094000,-0.023046,0.060166,0.997922
1720440096000,,,
1720440098000,-0.024112500000000002,0.060103500000000004,0.997901
1720440100000,-0.025632,0.06152,0.997777
1720440102000,-0.025961,0.061277,0.997783
1720440104000,,,
1720440106000,-0.024292,0.059891,0.997909
1720440108000,-0.023847,0.058519,0.998001
1720440110000,-0.023404,0.056353,0.998137
1720440112000,-0.022484,0.0575845,0.9980875
1720440114000,-0.021568,0.056814,0.998152
1720440116000,-0.02163,0.05815,0.998073
1720440118000,-0.021582,0.056112,0.998191
1720440120000,,,
1720440122000,-0.021637,0.056579,0.998164
1720440124000,-0.021371,0.056781,0.998158
1720440126000,-0.021386,0.056204,0.99819
1720440128000,-0.0221185,0.056884000000000004,0.9981355000000001
1720440130000,-0.022296,0.056324,0.998164
1720440132000,-0.022313,0.056792,0.998137
1720440134000,-0.022734,0.057894,0.998064
1720440136000,,,
1720440138000,-0.022816,0.058329,0.9980365
1720440140000,-0.024149,0.05779,0.998037
1720440142000,,,
1720440144000,,,
1720440146000,-0.023967,0.058414,0.998005
1720440148000,-0.024579,0.0581915,0.998003
1720440150000,-0.022963,0.060221,0.997921
1720440152000,-0.023948,0.05924,0.997957
1720440154000,-0.024378,0.05873,0.997976
1720440156000,-0.025301,0.060897,0.997823
1720440158000,-0.025592,0.060515,0.997839
1720440160000,,,
1720440162000,-0.025668,0.060392,0.997845
1720440164000,-0.025939,0.060623,0.997824
1720440166000,-0.025639,0.061425,0.997782
1720440168000,-0.026031,0.059981,0.99786
1720440170000,,,
1720440172000,-0.025787499999999998,0.061131000000000005,0.9977965
1720440174000,-0.027111,0.061856,0.997717
1720440176000,-0.026158,0.060926,0.9978
1720440178000,-0.024983,0.059193,0.997934
1720440180000,,,
1720440182000,-0.025294,0.059165,0.997928
1720440184000,-0.024632,0.058437,0.997987
1720440186000,-0.022289,0.057213,0.998113
1720440188000,-0.023053,0.057352,0.998088
1720440190000,-0.022619,0.056726,0.998134
1720440192000,,,
1720440194000,-0.022755499999999998,0.0566045,0.9981375
1720440196000,-0.022501,0.056268,0.998162
1720440198000,,,
1720440200000,-0.0224835,0.056265499999999996,0.9981625000000001
1720440202000,,,
1720440204000,-0.023194,0.057134000000000004,0.9980964999999999
1720440206000,-0.024139,0.057992,0.998025
1720440208000,,,
1720440210000,-0.025134,0.058873999999999996,0.9979485
1720440212000,-0.025061,0.059327,0.997924
1720440214000,,,
1720440216000,-0.025058,0.059257,0.997928
1720440218000,-0.026192,0.059962,0.997857
1720440220000,-0.025098,0.059428,0.997917
1720440222000,0,0,0
1720440224000,0,0,0
1720440226000,0,0,0
1720440228000,-0.0429645,0.12773299999999999,0.9908635
1720440230000,,,
1720440232000,-0.035952,0.0542135,0.9953615
1720440234000,-0.029016,-0.208192,0.977658
1720440236000,,,
1720440238000,-0.026573,-0.273592,0.961479
1720440240000,-0.017773,-0.341005,0.939893
1720440242000,-0.007568999999999999,-0.427833,0.903267
1720440244000,-0.000949,-0.54333,0.839518
1720440246000,0.001713,-0.579725,0.81481
1720440248000,,,
1720440250000,0.00954,-0.621054,0.78371
1720440252000,0.015876,-0.594888,0.803652
1720440254000,0.020845,-0.570798,0.820826
1720440256000,0.034271,-0.546813,0.836553
1720440258000,-0.005742,-0.958605,0.284681
1720440260000,-0.005353,-0.9842695,0.17285899999999998
1720440262000,-0.003764,-0.99856,0.053513
1720440264000,,,
1720440266000,0.0032375,-0.9876214999999999,-0.1387005
1720440268000,0.006121,-0.929476,-0.368833
1720440270000,,,
1720440272000,0,0,0
1720440274000,,,
1720440276000,0,0,0
1720440278000,0,0,0
1720440280000,0,0,0
1720440282000,0,0,0
1720440284000,0.046838,-0.495877,-0.867129
1720440286000,0.054436,-0.42248,-0.904736
1720440288000,0.071513,-0.356514,-0.931549
1720440290000,0.079624,-0.301442,-0.950154
1720440292000,0.078603,-0.125562,-0.988967
1720440294000,,,
1720440296000,0.065781,0.011472,-0.997768
1720440298000,0.062128,0.137686,-0.988525
1720440300000,0.061155,0.195214,-0.978852
1720440302000,0.057035,0.267224,-0.961945
1720440304000,,,
1720440306000,0,0,0
1720440308000,0.025843,0.397165,-0.302642
1720440310000,,,
1720440312000,0.043109,0.8290945000000001,-0.5553745
1720440314000,,,
1720440316000,0.0267625,0.933154,-0.3512765
1720440318000,0.008675,0.993115,-0.116826
1720440320000,0.001123,0.999833,-0.018214
1720440322000,-0.000714,0.996919,0.07843
1720440324000,,,
1720440326000,-0.0043945,0.9563394999999999,0.2798495
1720440328000,-0.001016,0.826519,0.562908
1720440330000,,,
1720440332000,-0.0287105,0.6284125,0.7770155
1720440334000,,,
1720440336000,-0.030933500000000003,0.4775825,0.8775225
1720440338000,-0.036094,0.323519,0.945533
1720440340000,-0.038753,0.166916,0.985209
1720440342000,,,
1720440344000,-0.037288,0.121223,0.991925
1720440346000,-0.037432,0.122915,0.991711
1720440348000,-0.035999,0.120619,0.992046
1720440350000,-0.036432,0.119555,0.992159
1720440352000,0,0,0
1720440354000,0,0,0
1720440356000,0,0,0
1720440358000,-0.002987,0.130526,0.99144
1720440360000,0.002004,0.1287,0.991682
1720440362000,-0.00357,0.130188,0.991483
1720440364000,,,
1720440366000,-0.001157,0.129277,0.991608
1720440368000,-0.049385,0.126144,0.990782
1720440370000,-0.272155,0.115847,0.955255
1720440372000,-0.5568,0.078128,0.826964
1720440374000,-0.595227,0.070973,0.800417
1720440376000,-0.623119,0.060587,0.779777
1720440378000,,,
1720440380000,-0.635964,0.056933,0.769616
1720440382000,-0.93291,-0.019158,0.3596
1720440384000,-0.975346,-0.025392,0.219216
1720440386000,-0.995062,-0.032156,0.0939
1720440388000,-0.998886,-0.041263,-0.022876
1720440390000,-0.9790075,-0.052287,-0.19140400000000002
1720440392000,-0.945884,-0.052542,-0.320224
1720440394000,,,
1720440396000,-0.848659,-0.0601025,-0.5222439999999999
1720440398000,,,
1720440400000,-0.7754375,-0.062603,-0.6282805
1720440402000,0,0,0
1720440404000,,,
1720440406000,0,0,0
1720440408000,-0.316773,-0.041849,-0.947578
1720440410000,-0.06928400000000001,-0.051000000000000004,-0.991993
1720440412000,,,
1720440414000,0.194295,-0.039779,-0.980136
1720440416000,0.307757,-0.025605,-0.95112
1720440418000,0,0,0
1720440420000,0.760111,-0.040694,-0.64842
1720440422000,,,
1720440424000,0.783543,-0.00776,-0.621289
1720440426000,0.832683,-0.004428,-0.553732
1720440428000,0.956609,0.0089195,-0.2743595
1720440430000,0.999934,0.006918,-0.009193
1720440432000,0.983753,-0.005387,0.179444
1720440434000,,,
1720440436000,0.7792725,0.042088,0.568729
1720440438000,0.60032,0.088719,0.794824
1720440440000,0.570899,0.091375,0.81592
1720440442000,0.4884,0.099493,0.866929
1720440444000,,,
1720440446000,0.332752,0.112995,0.93622
1720440448000,0.159714,0.126297,0.979051
1720440450000,0.0103355,0.064149,0.49576
1720440452000,0,0,0
1720440454000,0,0,0
1720440456000,0,0,0
1720440458000,0.008001,0.027997,0.999576
1720440460000,0.007189,0.053469,0.998544
1720440462000,,,
1720440464000,0.008201,0.221567,0.975111
1720440466000,0.0020575000000000003,0.4984015,0.863443
1720440468000,,,
1720440470000,-0.000027,0.886956,0.461853
1720440472000,-0.000955,0.956809,0.290715
1720440474000,0.00055,0.997712,0.067602
1720440476000,0.003585,0.999186,-0.040188
1720440478000,,,
1720440480000,0.001812,0.989868,-0.141982
1720440482000,,,
1720440484000,-0.008464000000000001,0.8609925,-0.4933225
1720440486000,-0.036819,0.796674,-0.603287
1720440488000,,,
1720440490000,-0.047245,0.781406,-0.622232
1720440492000,0,0,0
1720440494000,,,
1720440496000,-0.098255,0.1263125,-0.9847105
1720440498000,,,
1720440500000,-0.090212,-0.135733,-0.986544
1720440502000,,,
1720440504000,-0.099296,-0.294073,-0.950611
1720440506000,-0.1018575,-0.613645,-0.7412259999999999
1720440508000,,,
1720440510000,-0.0805475,-0.798589,-0.596384
1720440512000,-0.061299,-0.815354,-0.575708
1720440514000,-0.061179,-0.8915,-0.448871
1720440516000,,,
1720440518000,-0.056969,-0.945649,-0.320161
1720440520000,-0.051089,-0.982755,-0.177717
1720440522000,-0.040820499999999996,-0.9977345,-0.0327575
1720440524000,,,
1720440526000,-0.038188,-0.992219,0.118502
1720440528000,-0.033772,-0.963342,0.266142
1720440530000,0.001382,-0.569724,0.821835
1720440532000,0.004746500000000001,-0.5510575,0.8325615
1720440534000,,,
1720440536000,0.008907,-0.391251,0.920241
1720440538000,0.005271,-0.211066,0.977458
1720440540000,0.005445,0.011913,0.999914
1720440542000,0.005827499999999999,0.07542750000000001,0.997134
1720440544000,0.006166,0.074633,0.997192
1720440546000,0.006166,0.07446,0.997205
1720440548000,0.006459,0.075193,0.997148
1720440550000,,,
1720440552000,0.006882,0.072889,0.997316
1720440554000,0.008301,0.072585,0.997328
1720440556000,0.008289,0.072145,0.99736
1720440558000,0.007271,0.072824,0.997318
1720440560000,0.007124500000000001,0.072847,0.9973175000000001
1720440562000,0.007546,0.072928,0.997309
1720440564000,0.007534,0.072691,0.997326
1720440566000,0.007173,0.071611,0.997407
1720440568000,0.007452,0.073388,0.997276
1720440570000,,,
1720440572000,0.006885,0.073184,0.997295
1720440574000,,,
1720440576000,0.006454,0.071691,0.997406
1720440578000,0.005725,0.073634,0.9972675
1720440580000,0.002895,0.075825,0.997117
1720440582000,,,
1720440584000,0.00244,0.078608,0.996903
1720440586000,0.002813,0.077063,0.997022
1720440588000,0.0041955000000000004,0.076121,0.9970895
1720440590000,,,
1720440592000,0.0053685,0.0752465,0.9971505
1720440594000,,,
1720440596000,0.007044,0.073143,0.997297
1720440598000,0.006835,0.07209,0.997375
1720440600000,0.007074,0.072883,0.997315
1720440602000,0.008083,0.071874,0.9973810000000001
1720440604000,0.007251,0.072587,0.997336
1720440606000,0.006644,0.072698,0.997332
1720440608000,0.006859,0.073358,0.997282
1720440610000,,,
1720440612000,0.003698,0.075498,0.997139
1720440614000,0.003597,0.076233,0.997084
1720440616000,0.003379,0.076095,0.997095
1720440618000,0.006402,0.0741305,0.997228
1720440620000,0.006588,0.071945,0.997387
1720440622000,0.007792,0.072582,0.997332
1720440624000,,,
1720440626000,0.0071865,0.0722885,0.9973575
1720440628000,,,
1720440630000,0.003557,0.076476,0.997065
1720440632000,0,0,0
1720440634000,0,0,0
1720440636000,0,0,0
1720440638000,,,
1720440640000,0,0,0
1720440642000,,,
1720440644000,,,
1720440646000,,,
1720440648000,,,
1720440650000,,,
1720440652000,,,
1720440654000,,,
1720440656000,,,
1720440658000,,,
1720440660000,,,
1720440662000,,,
1720440664000,,,
1720440666000,,,
1720440668000,,,
1720440670000,,,
1720440672000,,,
1720440674000,,,
1720440676000,,,
1720440678000,,,
1720440680000,,,
1720440682000,,,
1720440684000,,,
1720440686000,,,
1720440688000,,,
1720440690000,,,
1720440692000,,,
1720440694000,,,
1720440696000,,,
1720440698000,,,
1720440700000,,,
1720440702000,,,
1720440704000,,,
1720440706000,,,
1720440708000,,,
1720440710000,,,
1720440712000,,,
1720440714000,,,
1720440716000,,,
1720440718000,,,
1720440720000,,,
1720440722000,,,
1720440724000,,,
1720440726000,,,
