"Time","stdTM5418300110010548962.attitude_q0","stdTM5418300110010548962.attitude_q1","stdTM5418300110010548962.attitude_q2","stdTM5418300110010548962.attitude_q3"
1722006193782,-0.051957,0.998508,0.016294,0.004032
1722006194313,-0.052235,0.998494,0.016215,0.0042
1722006196049,-0.052185,0.998498,0.016141,0.004306
1722006196789,-0.052268,0.998493,0.016159,0.004321
1722006197905,-0.052337,0.99849,0.016146,0.004335
1722006198642,-0.052471,0.998483,0.016117,0.004333
1722006199765,-0.052515,0.998481,0.016111,0.004322
1722006200533,-0.052639,0.998475,0.016099,0.004308
1722006201611,-0.052605,0.998474,0.016231,0.004375
1722006202384,-0.052653,0.998472,0.016205,0.004375
1722006203502,-0.052811,0.998463,0.016248,0.00436
1722006204241,-0.052883,0.998456,0.016419,0.004404
1722006205546,-0.053075,0.998445,0.016467,0.004433
1722006206567,-0.053224,0.998434,0.016645,0.004356
1722006207641,-0.053217,0.998435,0.01664,0.004344
1722006208422,-0.053258,0.99843,0.016767,0.004369
1722006209495,-0.053365,0.998424,0.016823,0.004369
1722006209615,-0.053372,0.998421,0.016959,0.004422
1722006211650,-0.053508,0.998414,0.016892,0.004556
1722006212297,-0.053606,0.99841,0.016781,0.004625
1722006213456,-0.053703,0.998402,0.016973,0.004529
1722006214189,-0.053729,0.998401,0.016956,0.004615
1722006215303,-0.053632,0.998404,0.017039,0.00475
1722006216046,-0.053744,0.998397,0.017127,0.004735
1722006217153,-0.053964,0.998384,0.017186,0.00476
1722006217894,-0.054181,0.99837,0.017302,0.004766
1722006219230,-0.05443,0.998356,0.017273,0.004886
1722006220434,-0.05446,0.998355,0.017218,0.004973
1722006221514,-0.054455,0.998354,0.017268,0.005074
