"Time","X","Y","Z"
1722006171716,-0.003351,0.983731,0.179617
1722006173696,-0.003945,0.992497,0.122208
1722006174444,-0.004132,0.992659,0.120873
1722006175594,-0.000732,0.992418,0.122907
1722006176327,-0.000725,0.99235,0.123456
1722006177437,-0.000944,0.992354,0.123419
1722006178134,-0.000787,0.992424,0.122855
1722006179292,-0.000476,0.992476,0.122438
1722006180033,-0.001447,0.99259,0.121501
1722006181239,-0.002208,0.992692,0.120653
1722006181968,-0.002909,0.992939,0.118587
1722006183086,-0.001965,0.996629,0.082011
1722006184123,-0.000474,0.99802,0.062903
1722006185846,-0.000573,0.99804,0.06258
1722006186664,-0.000352,0.998021,0.06288
1722006187701,-0.001401,0.99803,0.062722
1722006188518,-0.001604,0.998065,0.062155
1722006189507,-0.00296,0.998109,0.061395
1722006190328,-0.003596,0.998145,0.060777
1722006191440,0,0,0
1722006192138,-0.004608,0.999272,0.037873
1722006193782,-0.001094,0.999894,0.014507
1722006194313,-0.001583,0.999935,0.011258
1722006196049,-0.00068,0.999947,0.010301
1722006196789,-0.001699,0.999941,0.010759
1722006197905,-0.002594,0.999949,0.009804
1722006198642,-0.00313,0.999959,0.008507
1722006199765,-0.00449,0.999957,0.008059
1722006200533,-0.000722,0.999929,0.011898
1722006201611,-0.001054,0.99993,0.011784
1722006202384,-0.00088,0.99992,0.012658
1722006203502,-0.001009,0.999926,0.012112
1722006204241,-0.001572,0.999937,0.011129
1722006205546,-0.001959,0.999939,0.010905
1722006206567,-0.002377,0.999947,0.010053
1722006207641,-0.002634,0.999951,0.009563
1722006208422,-0.003786,0.999955,0.008717
1722006209495,-0.000918,0.999938,0.011058
1722006209615,-0.00065,0.999933,0.011578
1722006211650,-0.000353,0.999934,0.011515
1722006212297,-0.001336,0.999929,0.011846
1722006213456,-0.002216,0.99994,0.010732
1722006214189,-0.003226,0.999948,0.009666
1722006215303,-0.002994,0.999951,0.009406
1722006216046,-0.003699,0.999963,0.007757
1722006217153,-0.001667,0.999929,0.01178
1722006217894,-0.001146,0.999932,0.0116
1722006219230,-0.000925,0.999913,0.013175
1722006220434,-0.00133,0.999914,0.013058
1722006221514,-0.001164,0.999936,0.011299
