"Time","adcs_SunVectors.xm_sun_vector_x","adcs_SunVectors.xm_sun_vector_y","adcs_SunVectors.xm_sun_vector_z","adcs_SunVectors.yp_sun_vector_x","adcs_SunVectors.yp_sun_vector_y","adcs_SunVectors.yp_sun_vector_z","adcs_SunVectors.ym_sun_vector_x","adcs_SunVectors.ym_sun_vector_y","adcs_SunVectors.ym_sun_vector_z","adcs_SunVectors.xp_sun_vector_x","adcs_SunVectors.xp_sun_vector_y","adcs_SunVectors.xp_sun_vector_z","adcs_SunVectors.zm_sun_vector_x","adcs_SunVectors.zm_sun_vector_y","adcs_SunVectors.zm_sun_vector_z","adcs_SunVectors.zp_sun_vector_x","adcs_SunVectors.zp_sun_vector_y","adcs_SunVectors.zp_sun_vector_z"
1722006070183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025987,0.331941,0.942942
1722006072164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025353,0.331477,0.943123
1722006074144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023137,0.330535,0.94351
1722006075478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022945,0.33097,0.943362
1722006076344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023049,0.33074,0.94344
1722006077722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024922,0.331928,0.942975
1722006078411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02456,0.331812,0.943026
1722006079444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025237,0.378737,0.92516
1722006080218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02672,0.383286,0.923243
1722006081381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024561,0.380064,0.924634
1722006082028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024092,0.38082,0.924335
1722006083452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023357,0.380767,0.924376
1722006084269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023557,0.380339,0.924547
1722006086080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024369,0.3825,0.923634
1722006088449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026933,0.416164,0.908891
1722006090086,0,0,0,-0.005074,0.823264,0.567636,0,0,0,0,0,0,0,0,0,-0.024223,0.413405,0.910225
1722006091163,0,0,0,-0.004969,0.822125,0.569285,0,0,0,0,0,0,0,0,0,-0.024002,0.414011,0.909955
1722006092024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024011,0.413475,0.910199
1722006094491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025147,0.414955,0.909494
1722006095466,0,0,0,-0.005858,0.814513,0.580116,0,0,0,0,0,0,0,0,0,-0.025473,0.434985,0.900077
1722006096331,0,0,0,-0.005121,0.789825,0.613311,0,0,0,0,0,0,0,0,0,-0.026886,0.464133,0.885357
